Description,Avg PF,Current (B),Current (N),Current (R),Current (Y),V B-R,V R-Y,V Y-B,kVA,kVAh,kW (Total),kWh,Date
08:28,0.96,9.41,7.38,10.78,4.08,366.57,370.13,369.24,5151.5,116271.9,4.89,106493.4,Fri Mar 22 2024
08:13,0.98,10.05,7.4,8.36,3.26,368.27,372.14,371.31,4631,116270.4,4.47,106491.9,Fri Mar 22 2024
07:58,0.96,11.1,2.37,12.09,15.54,373.22,376.34,375.13,8406.5,116268.5,8.06,106490.1,Fri Mar 22 2024
07:43,0.96,11.05,2.33,12.13,15.51,366.79,370.12,369.11,8327,116266.4,8.01,106488.1,Fri Mar 22 2024
07:28,0.99,9.35,2.66,12.09,12.39,367.47,370.83,370.12,7235,116264.5,7.09,106486.1,Fri Mar 22 2024
07:13,0.96,9.36,6.91,12.77,6.07,368.64,371.84,371.85,6024.5,116263,5.68,106484.7,Fri Mar 22 2024
06:58,0.96,10.99,3.55,11.98,15.95,371.64,375.42,373.98,8326.5,116261.4,7.95,106483.2,Fri Mar 22 2024
06:43,0.97,9.32,3.53,9.56,13.77,371.57,374.72,374.42,7068.5,116259.5,6.86,106481.3,Fri Mar 22 2024
06:28,0.98,10.48,3.79,7.65,13.42,372.46,375.79,375.06,6857,116257.7,6.67,106479.5,Fri Mar 22 2024
06:13,0.95,11.19,4.11,10.04,16.09,379.68,383.07,381.53,8215,116255.7,7.8,106477.7,Fri Mar 22 2024
05:58,0.9,6.4,5,10.01,7.07,380.95,383.43,383.64,5178.5,116254.1,4.5,106476.2,Fri Mar 22 2024
05:43,0.93,4.41,4.12,7.6,5.13,381.12,384.32,383.89,3780.5,116253.1,3.36,106475.2,Fri Mar 22 2024
05:28,0.92,6.45,3.74,8.94,6.55,380.95,383.73,383.14,4427.5,116252,4.22,106474.3,Fri Mar 22 2024
05:13,0.96,4.7,5.42,7.31,2.08,382.4,385.86,384.68,3120.5,116251,2.97,106473.4,Fri Mar 22 2024
04:58,0.88,6.32,5.49,10.75,6.89,386.4,389.72,388.55,5385,116249.9,4.6,106472.3,Fri Mar 22 2024
04:43,0.88,6.33,6.23,11.78,6.95,385.6,389.69,388.17,5626,116248.6,4.82,106471.2,Fri Mar 22 2024
04:28,0.9,4.44,5.55,9.28,4.85,387.14,390.95,389.49,4170,116247.3,3.64,106470,Fri Mar 22 2024
04:13,0.88,6.4,6.32,11.97,7.03,386.88,390.68,389.01,5642,116246.1,4.82,106469,Fri Mar 22 2024
03:58,0.87,6.36,5.14,11.91,8.19,388.36,391.76,390.44,5952,116245,5.03,106468,Fri Mar 22 2024
03:43,0.88,6.37,6.36,11.88,6.95,387.7,391.41,390.04,5656.5,116243.8,4.83,106466.9,Fri Mar 22 2024
03:28,0.87,6.39,5.12,11.94,8.3,387.9,391.1,390.02,5992,116242.5,5.09,106465.8,Fri Mar 22 2024
03:13,0.89,8.05,8.04,11.98,5.53,386.52,390.15,389.3,5706.5,116241.2,4.98,106464.6,Fri Mar 22 2024
02:58,0.92,5.54,6.82,9.48,3.55,387.11,390.58,390.18,4159.5,116239.8,3.76,106463.4,Fri Mar 22 2024
02:43,0.94,4.44,7.79,11.22,4.89,385.48,388.39,388.53,4827,116238.8,4.33,106462.4,Fri Mar 22 2024
02:28,0.94,6.48,5.73,8.02,4.19,386.38,389.4,388.78,4188.5,116237.6,3.81,106461.4,Fri Mar 22 2024
02:13,0.92,6.5,3.91,7.99,6.66,386.37,389.11,388.44,4733,116236.4,4.18,106460.2,Fri Mar 22 2024
01:58,0.9,7.54,5.02,10.04,7.05,385.5,388.26,387.63,5483.5,116235.1,4.8,106459.1,Fri Mar 22 2024
01:43,0.93,9.97,5.98,10.1,7.01,383.9,387.24,386.27,6040.5,116233.8,5.47,106457.8,Fri Mar 22 2024
01:28,0.89,6.35,5.17,10.1,7.02,384.7,387.75,386.37,5211.5,116232.4,4.48,106456.6,Fri Mar 22 2024
01:14,0.88,6.39,6.47,11.8,6.99,383.52,385.84,385.64,5351,116231.2,4.6,106455.5,Fri Mar 22 2024
00:59,0.89,6.34,5.73,11.02,7.03,382.76,385.57,385.22,5430.5,116229.9,4.66,106454.4,Fri Mar 22 2024
00:44,0.88,6.28,6.58,12.02,6.98,382.62,385.99,384.75,5597,116228.5,4.82,106453.2,Fri Mar 22 2024
00:29,0.87,8.13,6.63,13.84,8.98,380.56,383.83,383.33,6265.5,116227.2,5.69,106452,Fri Mar 22 2024
00:14,0.85,7.01,6.48,12.42,7.81,380.45,383.48,382.75,6012.5,116225.7,4.98,106450.7,Fri Mar 22 2024
23:56,0.9,4.41,5.79,9.57,5.09,384.01,386.84,386.05,4231.5,116500.8,3.73,106704.8,Sat Mar 23 2024
23:41,0.92,4.41,6.44,8.63,3.64,386.88,389.99,389.19,3737,116499.8,3.33,106703.9,Sat Mar 23 2024
23:26,0.94,4.56,10.49,14.53,5.42,384.33,387.25,387.3,5418,116498.7,4.83,106702.9,Sat Mar 23 2024
23:11,0.95,11.78,7.56,8.67,4.14,381.8,385.48,384.6,5433,116497.4,5.11,106701.6,Sat Mar 23 2024
22:56,0.93,11.3,6.74,9.87,5.37,381.65,384.65,384.49,5892.5,116496,5.39,106700.3,Sat Mar 23 2024
22:41,0.97,11.26,12.19,15.06,4.23,378.54,381.54,381.57,6697,116494.2,6.38,106698.7,Sat Mar 23 2024
22:26,0.91,11.31,6.05,8.05,8.16,380.83,383.16,383.38,6071.5,116492.6,5.47,106697.2,Sat Mar 23 2024
22:11,0.92,11.26,6.02,8.76,8.14,381.48,384.38,383.86,6247,116491.1,5.64,106695.8,Sat Mar 23 2024
21:56,0.93,11.3,6.28,8.76,6.94,381.31,383.64,383.13,5980,116489.6,5.48,106694.4,Sat Mar 23 2024
21:41,0.92,11.28,6.26,8.05,6.73,380.8,383.64,383.8,5761,116488.1,5.23,106693.1,Sat Mar 23 2024
21:26,0.91,11.36,5.24,10.08,6.69,381.15,384.08,383.26,6227,116486.6,5.62,106691.7,Sat Mar 23 2024
21:11,0.96,11.35,12.13,17.57,5.54,376.73,379.31,379.85,7468.5,116485,7.06,106690.2,Sat Mar 23 2024
20:56,0.91,11.38,4.21,9.75,8.4,378.61,381.24,381.64,6488.5,116483.3,5.82,106688.6,Sat Mar 23 2024
20:41,0.91,11.36,4.35,10.1,8.26,377.83,380.7,379.89,6522.5,116481.7,5.86,106687.2,Sat Mar 23 2024
20:26,0.96,7.9,5.11,9.52,4.62,375.72,378.26,377.78,4826.5,116480.3,4.55,106685.9,Sat Mar 23 2024
20:11,0,11.9,4.6,8.98,9.68,377.01,380.04,379.78,0,116479,0,106684.6,Sat Mar 23 2024
19:56,0.95,11.56,7.7,17.73,10.14,382.66,384.63,385.1,8779,116477.1,8.26,106682.8,Sat Mar 23 2024
19:41,0.92,11.52,2.89,10.15,11.34,382.81,385.25,384.81,7312,116475.2,6.66,106681,Sat Mar 23 2024
19:26,0.92,11.51,2.33,10.24,10.22,380.53,383.58,382.62,7059,116473.4,6.49,106679.3,Sat Mar 23 2024
19:11,0.95,15.53,7.22,9.95,10.26,379.69,382.81,382.13,7864,116471.5,7.4,106677.5,Sat Mar 23 2024
18:56,0.96,11.57,4.74,18.28,14.2,380.27,382.5,382.41,9731.5,116469.6,9.23,106675.7,Sat Mar 23 2024
18:41,0.95,11.53,4.09,8.99,9.09,377.95,381.22,379.68,6484,116467.6,6.1,106673.9,Sat Mar 23 2024
18:26,0.89,6.45,1.23,7.92,10.13,382.35,385.08,383.66,5426,116466.1,4.76,106672.5,Sat Mar 23 2024
18:11,0.88,6.48,1.71,7.96,11.24,381.74,384.82,383.11,5665,116464.7,4.91,106671.2,Sat Mar 23 2024
17:56,0.89,6.41,0.96,7.98,9.7,376.99,380.15,377.9,5260,116463.3,4.62,106670,Sat Mar 23 2024
17:41,0.89,6.34,3.35,6.84,5.85,375.11,377.62,376.07,4135,116462,3.59,106668.8,Sat Mar 23 2024
17:26,0.87,4.51,2.93,8.61,6.72,372.67,375.69,374.3,4269,116460.8,3.64,106667.8,Sat Mar 23 2024
17:11,0.9,6.45,1.94,8.67,6.72,372.18,374.8,372.7,4533.5,116459.8,4.16,106666.9,Sat Mar 23 2024
16:56,0.93,4.36,7.01,9.46,3.67,372.67,375.29,374.25,3763.5,116458.9,3.4,106666.1,Sat Mar 23 2024
16:41,0.88,6.33,3.74,9.64,7.05,367.28,370.75,369.77,4952,116457.9,4.28,106665.1,Sat Mar 23 2024
16:26,0.88,7.84,3.91,9.65,6.94,371.98,375.13,373.29,5274.5,116456.7,4.56,106664.1,Sat Mar 23 2024
16:11,0.87,6.32,2.55,9.56,8.27,366.99,369.91,369.19,5139.5,116455.6,4.52,106663.1,Sat Mar 23 2024
15:56,0.91,9.94,3.07,9.7,8.22,366.39,370.18,368.2,5949,116454.3,5.33,106662,Sat Mar 23 2024
15:41,0.88,6.36,2.76,8.64,7.25,371.67,373.97,372.38,4783.5,116453.1,4.13,106660.9,Sat Mar 23 2024
15:26,0.89,6.35,4.29,8.67,5.77,370.9,373.9,372.48,4457.5,116451.9,3.88,106659.8,Sat Mar 23 2024
15:11,0.88,9.09,4.04,12.57,9.81,372.28,375.29,373.51,6222,116450.7,5.22,106658.7,Sat Mar 23 2024
14:41,0.87,6.34,2.33,9.42,8.18,369.74,371.96,370.75,5220,116448.1,4.54,106656.5,Sat Mar 23 2024
14:26,0.9,4.54,1.87,5.69,5.46,368.06,370.39,369.86,3346,116447,2.88,106655.5,Sat Mar 23 2024
14:11,0.96,11.8,8.4,6.08,5.53,371.65,374.28,373.76,5044.5,116445.9,4.73,106654.5,Sat Mar 23 2024
13:56,0.93,11.24,6.6,6.81,7.14,373.27,376.63,375.44,5439,116444.5,4.99,106653.2,Sat Mar 23 2024
13:41,0.96,9.44,3.39,8.52,8.97,375.74,377.65,376.9,5860.5,116443,5.59,106651.8,Sat Mar 23 2024
13:26,0.92,11.28,5.33,10.39,6.63,375.63,378.32,377.19,6189.5,116441.7,5.63,106650.5,Sat Mar 23 2024
13:11,0.94,11.41,8.14,13.14,5.56,376.61,379.53,378.35,6566.5,116440.1,6.13,106649.1,Sat Mar 23 2024
12:56,0.94,11.41,4.47,13.76,9.76,374.44,378.29,376.54,7568.5,116438.4,7.1,106647.4,Sat Mar 23 2024
12:41,0.95,11.4,5.42,13.25,8.26,372.65,375.41,374.04,7086.5,116436.6,6.69,106645.7,Sat Mar 23 2024
12:26,0.96,11.36,2.14,12.98,13.63,368.99,372.55,370.53,8125.5,116434.8,7.81,106644,Sat Mar 23 2024
12:11,0.94,11.4,6.33,12.32,6.87,368.14,371.21,370.6,6495,116432.9,6.04,106642.2,Sat Mar 23 2024
11:56,0.95,11.52,7.55,12.47,5.65,362.95,365.98,365.3,6241,116431.2,5.86,106640.6,Sat Mar 23 2024
11:41,0.92,6.25,6.05,11.29,6.68,362.44,365.04,363.67,5081,116429.9,4.52,106639.4,Sat Mar 23 2024
11:26,0.94,8.6,5.98,11.33,5.16,363.26,366.23,365.11,5278.5,116428.5,4.89,106638.1,Sat Mar 23 2024
11:11,0.96,6.37,13.01,18.13,5.21,360.57,363.35,363.04,6215,116427.2,5.86,106636.8,Sat Mar 23 2024
10:56,0.95,6.35,14.43,19.62,6.75,362.7,365.1,365.82,6830.5,116425.6,6.28,106635.3,Sat Mar 23 2024
10:41,0.93,6.23,8.36,12.24,5.48,360.24,363.13,362.86,4997,116424.3,4.52,106634.1,Sat Mar 23 2024
10:26,0.92,6.21,6.09,11.1,6.79,365.82,368.66,367.27,5093,116423,4.55,106632.9,Sat Mar 23 2024
10:11,0.98,9.2,8.06,11.91,5.18,362.16,364.73,364.27,5501,116421.7,5.27,106631.7,Sat Mar 23 2024
09:56,0.95,10.94,6.75,10.96,6.86,365.93,368.47,368.17,6121,116420.3,5.69,106630.3,Sat Mar 23 2024
09:41,0.97,11.01,1.98,11.73,15.57,358.67,362,360.94,7972,116418.6,7.72,106628.7,Sat Mar 23 2024
09:26,0.95,11.09,3.43,13.52,17.37,360.95,364.54,363.33,8805,116416.6,8.37,106626.7,Sat Mar 23 2024
09:11,0.97,11.13,2.65,12.81,14.53,361.22,364.27,363,8057.5,116414.5,7.77,106624.7,Sat Mar 23 2024
08:56,0.97,11.13,2.16,12.71,15.64,363.86,367.31,366.53,8337.5,116412.5,8.04,106622.8,Sat Mar 23 2024
08:42,0.96,11.1,3.25,12.27,16.76,363.29,366.39,365.64,8428,116410.4,8.12,106620.8,Sat Mar 23 2024
08:26,0.98,0,1.98,0,0,368.12,371.17,370.19,7035.5,116408.4,6.84,106618.8,Sat Mar 23 2024
08:11,0.98,11.7,1.83,9.96,12.66,372.98,376.79,374.83,7408.5,116406.5,7.23,106616.9,Sat Mar 23 2024
07:56,0.96,11.02,3.5,10.95,15.93,374.81,378.59,376.56,0,116404.5,7.9,106615,Sat Mar 23 2024
07:42,0.96,10.98,2.18,11.74,15.2,370.66,374.16,373.01,8143,116402.5,7.83,106613.1,Sat Mar 23 2024
07:27,0.97,11.06,2.05,11.94,13.31,372.23,375.9,374.4,7851,116400.5,7.59,106611.2,Sat Mar 23 2024
07:12,0.96,11.16,2.62,11.35,14.27,375.75,379.02,377.43,8006.5,116398.4,7.65,106609.2,Sat Mar 23 2024
06:57,0.95,11.14,4.57,11.5,16.85,374.28,378.13,377.6,8586.5,116396.4,8.15,106607.3,Sat Mar 23 2024
06:42,0.97,9.43,3.63,9.66,14.57,378.81,381.71,380.26,7362.5,116394.7,7.13,106605.6,Sat Mar 23 2024
06:27,0.94,6.22,6.04,7.58,15.33,376.98,379.68,378.81,6367,116392.8,5.86,106603.8,Sat Mar 23 2024
06:12,0.94,8.07,3.11,8.58,12.31,384.8,387.88,385.85,6468.5,116391.1,5.99,106602.3,Sat Mar 23 2024
05:57,0.87,6.26,2.4,8.62,8.2,383.17,386.57,385.68,5116.5,116389.9,4.32,106601.2,Sat Mar 23 2024
05:27,0.86,4.53,4.9,9.34,5.43,383.96,387.52,385.94,4307,116387.5,3.62,106599.1,Sat Mar 23 2024
05:12,0.89,6.43,3.81,9.29,5.55,388.42,392.01,390.59,4793.5,116386.4,4.21,106598.1,Sat Mar 23 2024
04:57,0.85,6.3,3.74,10.47,8.19,387.51,390.78,389.94,5609.5,116385.3,4.66,106597.1,Sat Mar 23 2024
04:42,0.87,6.3,6.1,10.42,5.83,387.37,391.42,390.24,5053,116384.1,4.31,106596,Sat Mar 23 2024
04:27,0.86,6.34,4.91,10.45,7,387.66,391.1,390.09,5387,116382.8,4.51,106594.9,Sat Mar 23 2024
04:12,0.9,10.1,4.43,10.45,7.07,389.17,392.61,391.24,6257,116381.3,5.55,106593.6,Sat Mar 23 2024
03:57,0.86,6.41,4.03,9.43,7.11,389.7,392.93,392.2,5163,116380.1,4.33,106592.5,Sat Mar 23 2024
03:42,0.87,6.42,3.87,9.5,7.43,388.74,391.44,391.01,5278.5,116378.8,4.46,106591.4,Sat Mar 23 2024
03:12,0.86,6.38,2.73,9.64,8.68,387.48,391.13,390.46,5581.5,116376.5,4.67,106589.4,Sat Mar 23 2024
02:57,0.89,6.41,8.1,10.94,4.36,388.84,392.44,390.99,6520,116375.2,4.59,106588.3,Sat Mar 23 2024
02:42,0.87,6.46,6.64,10.81,5.54,387.56,390.49,390.1,5104.5,116374,4.36,106587.2,Sat Mar 23 2024
02:27,0.95,8.4,6.65,7.6,2.73,387.74,390.92,390.12,4198,116372.7,3.91,106586.1,Sat Mar 23 2024
02:12,0.92,6.53,4.08,6.65,5.16,385.01,388.02,387.58,4102.5,116371.5,3.63,106585,Sat Mar 23 2024
01:57,0.89,6.37,2.96,7.83,7.25,385.47,387.92,386.15,4793,116370.3,4.12,106583.9,Sat Mar 23 2024
01:42,0.9,6.38,4.17,7.79,6.03,384.44,387.63,386.48,4533,116369.1,3.91,106582.8,Sat Mar 23 2024
01:27,0.87,6.43,2.77,9.65,8.47,385.03,387.9,386.88,5052.5,116367.8,4.57,106581.7,Sat Mar 23 2024
01:12,0.86,6.45,3.71,10.74,8.45,384.98,387.63,387.1,5710.5,116366.6,4.82,106580.7,Sat Mar 23 2024
00:57,0.88,6.46,6.21,10.8,5.93,384.14,388.09,386.6,5154.5,116365.3,4.44,106579.6,Sat Mar 23 2024
00:27,0.89,6.45,3.96,9.72,7.43,379.12,382,381.88,5170,116362.8,4.49,106577.3,Sat Mar 23 2024
00:12,0.88,6.42,2.91,9.7,8.24,377.02,379.45,378.96,5337,116361.8,4.56,106576.4,Sat Mar 23 2024
23:49,0.89,6.36,4.12,10.4,8.23,381.53,384.72,383.15,5555,116628.5,4.77,106821.9,Sun Mar 24 2024
23:34,0.9,6.38,5.47,10.43,6.97,378.75,381.49,381.07,5205.5,116627.2,4.54,106820.7,Sun Mar 24 2024
23:19,0.9,6.44,4.13,10.51,8.26,378.47,381.38,380.54,5526,116625.8,4.8,106819.5,Sun Mar 24 2024
23:04,0.9,6.5,4.01,10.44,8.32,377.64,379.88,379.72,5518,116624.5,4.8,106818.3,Sun Mar 24 2024
22:49,0.91,6.41,6.71,12.17,7.16,374.96,378.04,377.85,5592,116623.1,4.95,106817.1,Sun Mar 24 2024
22:34,0.97,9.52,2.96,11.12,9.33,372.11,374.77,374.37,6456.5,116622,6.18,106816,Sun Mar 24 2024
22:19,0.94,11.27,6.22,11.46,7.12,376.49,379.9,379.09,6537.5,116620.6,6.05,106814.6,Sun Mar 24 2024
22:04,0.94,11.33,8.13,13.01,5.46,375.77,378.52,378.9,6519,116618.9,6.06,106813.1,Sun Mar 24 2024
21:49,0.96,11.37,13.35,20.28,6.78,375.63,379.25,379.59,8303,116617.2,7.87,106811.5,Sun Mar 24 2024
21:34,0.96,11.87,8.24,11.41,4,375.98,380.55,379.75,5951.5,116615.3,5.63,106809.7,Sun Mar 24 2024
21:19,0.96,11.91,8.28,11.29,3.98,374.89,379.16,378.98,5924.5,116613.8,5.61,106808.2,Sun Mar 24 2024
21:04,0.93,11.49,6.95,11.54,5.58,379.6,382.81,382.27,6293.5,116612.1,5.81,106806.7,Sun Mar 24 2024
20:49,0.92,11.48,6.14,11.66,6.71,380.41,383.83,382.41,6585.5,116610.6,6.01,106805.2,Sun Mar 24 2024
20:34,0.93,11.36,6.55,11.07,5.59,374.53,379.11,377.89,6101,116609,5.63,106803.8,Sun Mar 24 2024
20:19,0.92,11.4,4.35,10.77,8.55,376.81,380.46,379.33,6728.5,116607.4,6.1,106802.3,Sun Mar 24 2024
20:04,0.93,11.39,2.46,10.66,9.89,379.57,383.8,382.41,6433.5,116605.8,6.31,106800.8,Sun Mar 24 2024
19:49,0.93,11.47,5.96,9.72,8.48,380.87,384.06,383.69,6553,116604.2,5.98,106799.3,Sun Mar 24 2024
19:34,0.94,11.45,6.2,10.79,8.4,375.18,378.22,377.31,6669,116602.6,6.14,106797.8,Sun Mar 24 2024
19:19,0.94,11.48,6.44,10.42,7.41,374.04,376.8,376.47,6385.5,116600.9,5.94,106796.3,Sun Mar 24 2024
19:04,0.98,9.64,8.32,11.64,5.08,378.24,381.32,380.36,5397,116599.3,5.36,106794.7,Sun Mar 24 2024
18:49,0.95,15.58,9.43,13.47,6.77,379.85,383.15,381.75,7878.5,116597.7,7.39,106793.1,Sun Mar 24 2024
18:34,0.95,12.3,7.6,11.37,5.25,379.83,382.62,381.83,6375.5,116595.9,5.97,106791.5,Sun Mar 24 2024
18:19,0.94,6.73,6.76,11.42,4.81,379.83,381.99,382.48,5038,116594.6,4.65,106790.3,Sun Mar 24 2024
18:04,0.89,6.56,7.01,12.51,6.89,387.21,389.93,389.09,5825,116593.2,5.02,106789,Sun Mar 24 2024
17:49,0.9,6.4,6.8,12.48,7.36,377.77,380.9,380.4,5720.5,116591.8,5.02,106787.8,Sun Mar 24 2024
17:34,0.89,6.45,5.5,12.43,8.45,377.12,379.75,378.72,5984,116590.6,5.21,106786.6,Sun Mar 24 2024
17:19,0.89,5.66,6.54,11.52,6.48,376.71,379.29,378.35,5531,116589.4,4.83,106785.5,Sun Mar 24 2024
17:04,0.9,4.52,5.19,10.18,6.25,384.03,386.28,385.95,0,116588.1,0,106784.4,Sun Mar 24 2024
16:49,0.89,4.47,3.44,8.6,6.19,378.67,381.84,380.16,4241.5,116587,3.66,106783.3,Sun Mar 24 2024
16:34,0.89,4.43,3.38,8.54,6.55,377.79,380.66,379.2,4260,116585.7,3.71,106782.3,Sun Mar 24 2024
16:19,0.88,6.41,4.83,11.76,8.41,382.31,385.09,383.62,5890,116584.5,5.06,106781.1,Sun Mar 24 2024
16:04,0.9,6.48,7.15,12.52,6.73,377.52,380.38,379.29,5649.5,116583,4.93,106779.8,Sun Mar 24 2024
15:49,0.9,6.42,4.04,10.4,8.31,378.04,380.71,379.19,5510.5,116581.6,4.78,106778.5,Sun Mar 24 2024
15:34,0.9,6.47,4.7,11.09,8.26,378.09,380.98,378.95,5654.5,116580.2,4.93,106777.2,Sun Mar 24 2024
13:55,0.94,15.65,10.15,8.41,8.6,381.5,384.86,383.64,7222,116577.7,6.68,106775,Sun Mar 24 2024
13:40,0.91,11.48,2.87,10.81,12.79,384.13,386.42,385.1,6829.5,116576.1,6.21,106773.6,Sun Mar 24 2024
13:25,0.92,12.36,5.87,9.09,7.34,383.59,387.18,385.94,6407,116574.5,5.85,106772.1,Sun Mar 24 2024
13:10,0.94,15.6,9.21,8.68,7.32,381.72,385.22,383.92,7004,116573,6.48,106770.6,Sun Mar 24 2024
12:55,0.9,13.6,6.68,9.76,7.46,379.69,383.86,382.78,6785.5,116571.3,6.1,106769.1,Sun Mar 24 2024
12:25,0.92,11.44,4.96,9.02,8.6,375.54,378.56,377.1,6531.5,116568.2,5.89,106766.3,Sun Mar 24 2024
12:10,0.92,11.36,4.63,10.5,7.31,375.43,378.66,376.83,6338,116566.7,5.8,106764.9,Sun Mar 24 2024
11:55,0.92,11.29,4.11,9.77,8.41,368.36,371.62,370.1,6321.5,116565,5.73,106763.3,Sun Mar 24 2024
11:40,0.88,6.36,3.83,9.79,7.19,367.26,369.73,369.14,4963.5,116563.8,4.33,106762.2,Sun Mar 24 2024
11:25,0.92,2.66,4.79,8.65,4.63,369.93,372.65,371.09,3395.5,116562.7,3.05,106761.2,Sun Mar 24 2024
11:10,0.96,4.62,4.56,7.67,3.27,367.42,369.74,369.06,3342.5,116561.9,3.16,106760.4,Sun Mar 24 2024
10:55,0.89,6.14,2.53,7.75,6.82,360.89,363.29,361.78,4321.5,116561,3.78,106759.6,Sun Mar 24 2024
10:40,0.92,6.14,4.23,7.76,5.62,362.71,365.81,363.65,4099,116559.8,3.65,106758.5,Sun Mar 24 2024
10:25,0.87,6.08,2.17,7.8,8.96,367.36,370.32,368.08,5113.5,116558.6,4.3,106757.5,Sun Mar 24 2024
10:10,0.94,11.02,6.61,7.13,6.88,365.75,369.86,367.85,5314,116557.4,4.89,106756.4,Sun Mar 24 2024
09:55,0.95,11.05,7.59,8.82,4.2,366.94,371.19,369.06,5133.5,116556,4.84,106755.1,Sun Mar 24 2024
09:40,0.9,11.13,4.99,10.7,9.12,368.89,372.75,371.11,6595,116554.5,5.85,106753.7,Sun Mar 24 2024
09:25,0.93,11.21,6.31,12.44,6.89,372.68,376.06,373.89,6598.5,116553,6.1,106752.3,Sun Mar 24 2024
09:10,0.93,11.16,5.03,12.37,8.51,370.05,374.09,372.68,7317.5,116551.4,6.74,106750.8,Sun Mar 24 2024
08:55,0.94,11.08,5.69,11.93,8.28,369.46,373.48,372.3,6736,116549.8,6.21,106749.3,Sun Mar 24 2024
08:40,0.93,11.15,5.62,11.17,8.14,375.32,379.12,377.44,6621.5,116548.3,6.06,106747.9,Sun Mar 24 2024
08:25,0.94,9.53,5.18,10.05,6.69,376.02,379.92,378.23,5762,116546.6,5.28,106746.4,Sun Mar 24 2024
08:10,0.95,11.81,7.7,11.73,5.05,380.68,383.83,383.16,6295,116545.2,5.88,106744.9,Sun Mar 24 2024
07:55,0.96,9.46,7.51,12.17,4.97,377.31,381.17,380.34,5827,116543.7,5.53,106743.5,Sun Mar 24 2024
07:40,0.97,9.51,2.91,12.38,10.55,379.96,383.93,382.03,7152.5,116542.2,6.96,106742.1,Sun Mar 24 2024
07:25,0.96,11.06,2.91,14.07,12.37,381.1,385.07,382.7,0,116540.4,0,106740.3,Sun Mar 24 2024
07:10,0.96,11.12,4.16,14.17,11.43,381.55,385.4,383.48,8147,116538.4,7.8,106738.4,Sun Mar 24 2024
06:55,0.98,9.42,1.41,8.19,10.66,383.24,387.21,385.43,0,116536.5,6.12,106736.6,Sun Mar 24 2024
06:40,0.98,9.37,1.31,7.5,9.26,382.16,387.17,384.31,5805,116534.8,5.68,106735,Sun Mar 24 2024
06:25,0.96,11.11,0.99,9.9,11.52,382.07,385.5,383.86,7218.5,116533,6.9,106733.2,Sun Mar 24 2024
06:10,0.94,11.36,7.18,8.94,7.16,385.97,389.41,388.31,6151.5,116531.2,5.64,106731.5,Sun Mar 24 2024
05:55,0.89,6.23,4.54,8.92,6.98,388.7,391.75,390.72,4983,116530.1,4.24,106730.5,Sun Mar 24 2024
05:40,0.92,4.3,6.72,8.89,3.68,385.42,391.61,388.84,3780,116528.9,3.37,106729.5,Sun Mar 24 2024
05:25,0.92,2.64,6.31,8.88,3.37,387.87,391.33,389.77,3346,116527.7,2.98,106728.4,Sun Mar 24 2024
05:10,0.91,6.36,6,11.29,5.43,387.3,390.88,389.88,5192,116526.6,4.62,106727.3,Sun Mar 24 2024
04:55,0.9,6.31,9.06,13.14,5.8,386.89,390.18,389.52,5701,116525.4,4.95,106726.3,Sun Mar 24 2024
04:40,0.87,6.36,6.4,11.87,7.07,389,392.22,391.57,5719,116524.1,4.86,106725.1,Sun Mar 24 2024
04:25,0.89,6.32,6.6,11.85,7.07,389.76,393.54,391.57,5696.5,116522.7,4.88,106723.9,Sun Mar 24 2024
04:10,0.88,6.37,7.74,11.98,5.85,390,392.88,391.94,5493.5,116521.4,4.71,106722.7,Sun Mar 24 2024
03:55,0.88,6.43,6.31,12.07,7.51,388.53,391.8,391.29,5831.5,116520.1,5.02,106721.6,Sun Mar 24 2024
03:40,0.94,4.4,10.17,12.15,3.35,390.36,393.89,392.58,4488.5,116518.8,4.05,106720.4,Sun Mar 24 2024
03:25,0.95,4.45,10.74,12.72,3.56,389.79,392.55,392.26,4655,116517.7,4.26,106719.4,Sun Mar 24 2024
03:10,0.91,4.49,6.46,10.29,5.1,389.29,392.84,391.46,4487.5,116516.5,3.97,106718.3,Sun Mar 24 2024
02:55,0.82,4.36,3.72,7.48,4.43,391.22,394.3,393.05,3673,116515.3,2.93,106717.3,Sun Mar 24 2024
02:40,0.87,4.35,1.24,4.24,6.25,388.49,391.65,390.1,3340.5,116514.1,2.8,106716.3,Sun Mar 24 2024
02:25,0.85,4.51,2.45,6.64,5.47,390.28,393.22,391.8,3760,116513.1,3.1,106715.4,Sun Mar 24 2024
02:10,0.91,8.08,4.81,6.66,4.51,387.35,391.94,390.47,4262,116512,3.87,106714.5,Sun Mar 24 2024
01:55,0.86,6.31,1.91,6.74,7.33,387.31,389.94,388.98,4586.5,116510.9,3.85,106713.5,Sun Mar 24 2024
01:40,0.87,6.29,5.84,8.59,4.26,382.38,386.19,385.47,4098.5,116509.7,3.5,106712.4,Sun Mar 24 2024
01:25,0.86,6.33,4.57,8.66,5.55,383.01,386.51,385.34,4542.5,116508.5,3.85,106711.4,Sun Mar 24 2024
01:10,0.86,6.32,4.64,8.68,5.45,385.33,388.75,387.4,4595,116507.3,3.85,106710.4,Sun Mar 24 2024
00:55,0.92,9.96,5.93,8.73,4.31,382.89,386.6,384.69,5095,116506.1,4.63,106709.3,Sun Mar 24 2024
